time,command,measured,model,cross1,cross2,yaw
2.629,0.3,0.2903052270412445,0.012942874077725718,9.309580304594405e-17,0.002394585171714425,3.611533976527839e-18
2.63,0.3,0.29030996561050415,0.012942874077725718,9.274442995662132e-17,0.0023944140411913395,3.404634934805492e-18
2.6310000000000002,0.3,0.2903146743774414,0.012942874077725718,9.243978926318539e-17,0.0023942431434988976,3.1819291073201155e-18
2.632,0.3,0.2903193235397339,0.012942874077725718,9.218639406305835e-17,0.0023940717801451683,2.9592620333684875e-18
2.633,0.3,0.2903239130973816,0.012942874077725718,9.198412524223198e-17,0.0023939006496220827,2.736633704084072e-18
2.634,0.3,0.29032841324806213,0.012942874077725718,9.182830426716169e-17,0.002393729519098997,2.498201202027192e-18
2.6350000000000002,0.3,0.2903328835964203,0.012942874077725718,9.172340453060017e-17,0.0023935583885759115,2.259810067454728e-18
2.636,0.3,0.2903372645378113,0.012942874077725718,9.16693532406535e-17,0.002393387258052826,2.021460290268797e-18
2.637,0.3,0.2903416156768799,0.012942874077725718,9.168571818189225e-17,0.0023932161275297403,1.850911475334518e-18
2.638,0.3,0.2903458774089813,0.012942874077725718,9.175391095159112e-17,0.0023930449970066547,1.7323085294032238e-18
2.6390000000000002,0.3,0.290350079536438,0.012942874077725718,9.18550188922247e-17,0.002392873866483569,1.6483366378942246e-18
2.64,0.3,0.29035425186157227,0.012942874077725718,9.196967274256946e-17,0.0023927027359604836,1.56437918096012e-18
2.641,0.3,0.2903583347797394,0.012942874077725718,9.211295365955344e-17,0.002392531605437398,1.5323511124859823e-18
2.642,0.3,0.2903623580932617,0.012942874077725718,9.225630736843133e-17,0.0023923602420836687,1.5017903110177086e-18
2.6430000000000002,0.3,0.2903663218021393,0.012942874077725718,9.239553840913626e-17,0.002392189111560583,1.4741580266037695e-18
2.644,0.3,0.29037022590637207,0.012942874077725718,9.253106368069694e-17,0.0023920179810374975,1.4826006554233002e-18
2.645,0.3,0.29037410020828247,0.012942874077725718,9.263856407310434e-17,0.002391846850514412,1.4910410083930242e-18
2.646,0.3,0.2903778851032257,0.012942874077725718,9.271808590847273e-17,0.0023916754871606827,1.4994790872382573e-18
2.6470000000000002,0.3,0.29038161039352417,0.012942874077725718,9.276971521358584e-17,0.002391504356637597,1.5079148936928795e-18
2.648,0.3,0.29038527607917786,0.012942874077725718,9.279347184077837e-17,0.002391332993283868,1.5163484302108637e-18
2.649,0.3,0.29038888216018677,0.012942874077725718,9.278942858194421e-17,0.0023911618627607822,1.5247796992735878e-18
2.65,0.3,0.2903924584388733,0.012942874077725718,9.275765822897727e-17,0.002390990499407053,1.5332087033839544e-18
2.6510000000000002,0.3,0.29039594531059265,0.012942874077725718,9.269818063421226e-17,0.0023908193688839674,1.5416354443833552e-18
2.652,0.3,0.29039937257766724,0.012942874077725718,9.260647608278218e-17,0.002390648005530238,1.534217010670599e-18
2.653,0.3,0.29040277004241943,0.012942874077725718,9.249971022675874e-17,0.0023904768750071526,1.5699466511818628e-18
2.654,0.3,0.29040607810020447,0.012942874077725718,9.238806731384368e-17,0.0023903055116534233,1.6358955284651737e-18
2.6550000000000002,0.3,0.2904093563556671,0.012942874077725718,9.22761530856877e-17,0.002390134148299694,1.7320588892620394e-18
2.656,0.3,0.290412575006485,0.012942874077725718,9.216777919055346e-17,0.002389962784945965,1.855512130521526e-18
2.657,0.3,0.2904157042503357,0.012942874077725718,9.207348721816731e-17,0.0023897914215922356,1.994787986788086e-18
2.658,0.3,0.290418803691864,0.012942874077725718,9.198863833965407e-17,0.0023896200582385063,2.1340409047233393e-18
2.6590000000000003,0.3,0.29042184352874756,0.012942874077725718,9.191321932012394e-17,0.0023894489277154207,2.2732708874175972e-18
2.66,0.3,0.29042482376098633,0.012942874077725718,9.18472103072422e-17,0.002389277331531048,2.4124779381280037e-18
2.661,0.3,0.2904277443885803,0.012942874077725718,9.179060468356398e-17,0.0023891059681773186,2.5516620600578047e-18
2.662,0.3,0.29043063521385193,0.012942874077725718,9.174336274441985e-17,0.0023889346048235893,2.690823256353382e-18
2.6630000000000003,0.3,0.29043343663215637,0.012942874077725718,9.170549110725472e-17,0.00238876324146986,2.8299615303305646e-18
2.664,0.3,0.2904362082481384,0.012942874077725718,9.167695668484409e-17,0.002388591878116131,2.9690768852218237e-18
2.665,0.3,0.2904388904571533,0.012942874077725718,9.166232551416925e-17,0.002388420281931758,3.124012241007623e-18
2.666,0.3,0.2904415428638458,0.012942874077725718,9.164654290808174e-17,0.0023882489185780287,3.2428606285746836e-18
2.6670000000000003,0.3,0.29044413566589355,0.012942874077725718,9.165303462152906e-17,0.0023880773223936558,3.358773114382149e-18
2.668,0.3,0.2904466688632965,0.012942874077725718,9.167262225843431e-17,0.0023879059590399265,3.4083790669906252e-18
2.669,0.3,0.2904491424560547,0.012942874077725718,9.171699222649166e-17,0.0023877343628555536,3.4004387672938544e-18
2.67,0.3,0.2904515862464905,0.012942874077725718,9.177638379447297e-17,0.0023875627666711807,3.3651885679193168e-18
2.6710000000000003,0.3,0.2904539704322815,0.012942874077725718,9.183187768740792e-17,0.002387391170486808,3.2853314413789012e-18
2.672,0.3,0.29045629501342773,0.012942874077725718,9.188341434829243e-17,0.002387219574302435,3.192560114153779e-18
2.673,0.3,0.2904585599899292,0.012942874077725718,9.191297447466262e-17,0.0023870482109487057,3.0566479235603933e-18
2.674,0.3,0.2904607653617859,0.012942874077725718,9.190674745901132e-17,0.002386876381933689,2.877601246424038e-18
2.6750000000000003,0.3,0.2904629111289978,0.012942874077725718,9.185924082207118e-17,0.002386704785749316,2.684197709406873e-18
2.676,0.3,0.29046502709388733,0.012942874077725718,9.176552456739137e-17,0.0023865331895649433,2.474982278611994e-18
2.677,0.3,0.2904670834541321,0.012942874077725718,9.16302772285165e-17,0.0023863615933805704,2.265800512983633e-18
2.678,0.3,0.29046908020973206,0.012942874077725718,9.145774720507264e-17,0.002386189764365554,2.0710384383623733e-18
2.6790000000000003,0.3,0.29047104716300964,0.012942874077725718,9.124845065776202e-17,0.002386018168181181,1.8763077594650076e-18
2.68,0.3,0.29047292470932007,0.012942874077725718,9.101961279566045e-17,0.0023858463391661644,1.74061028516913e-18
